national,south,north,east,central,west,year,month
119,66,119,68,75,84,2016,8
110,66,110,68,72,79,2016,8
108,67,108,68,72,79,2016,8
107,68,107,69,73,79,2016,8
106,69,106,69,73,78,2016,8
105,69,105,70,74,76,2016,8
103,70,103,71,74,75,2016,8
102,71,102,71,75,74,2016,8
101,71,101,72,75,74,2016,8
100,70,100,72,75,73,2016,8
98,70,98,72,74,71,2016,8
96,69,96,73,73,70,2016,8
93,69,93,73,73,69,2016,8
90,69,90,73,72,68,2016,8
88,69,88,71,71,68,2016,8
89,69,89,69,70,68,2016,8
89,68,89,68,68,68,2016,8
88,68,88,67,68,68,2016,8
91,68,91,68,69,70,2016,8
93,69,93,69,71,71,2016,8
95,70,95,71,72,71,2016,8
96,71,96,71,72,72,2016,8
97,72,97,72,72,74,2016,8
103,74,103,73,74,77,2016,8
106,73,106,73,75,79,2016,8
107,73,107,73,77,81,2016,8
109,73,109,74,79,82,2016,8
109,73,109,74,79,83,2016,8
109,72,109,74,79,85,2016,8
109,72,109,75,81,85,2016,8
109,72,109,75,82,85,2016,8
109,72,109,76,82,85,2016,8
109,71,109,75,82,85,2016,8
108,69,108,73,81,84,2016,8
106,68,106,72,79,82,2016,8
103,67,103,69,78,81,2016,8
102,67,102,68,78,81,2016,8
99,67,99,68,77,81,2016,8
97,66,97,68,77,81,2016,8
95,65,95,67,76,80,2016,8
93,65,93,67,76,80,2016,8
90,64,90,66,74,79,2016,8
87,62,87,63,71,77,2016,8
84,59,84,61,68,75,2016,8
80,57,80,59,66,73,2016,8
77,55,77,58,64,71,2016,8
70,54,70,56,61,66,2016,8
67,54,67,56,60,63,2016,8
65,54,65,56,58,62,2016,8
64,53,64,54,56,61,2016,8
64,53,64,53,55,60,2016,8
63,52,63,52,54,59,2016,8
61,52,61,50,52,58,2016,8
60,51,60,47,49,57,2016,8
58,52,58,44,45,55,2016,8
56,51,56,41,43,54,2016,8
56,52,56,42,43,53,2016,8
56,52,56,43,44,53,2016,8
55,51,55,42,43,53,2016,8
56,51,56,43,43,52,2016,8
56,52,56,44,45,52,2016,8
56,52,56,44,44,52,2016,8
56,52,56,43,44,52,2016,8
56,51,56,42,45,52,2016,8
56,52,56,44,48,52,2016,8
56,52,56,43,51,52,2016,8
57,52,57,44,52,53,2016,8
58,52,58,46,52,53,2016,8
59,52,59,47,53,54,2016,8
59,53,59,47,53,54,2016,8
59,53,59,48,54,53,2016,8
58,53,58,48,54,53,2016,8
58,53,58,49,55,52,2016,8
59,53,59,49,55,52,2016,8
60,53,60,49,55,52,2016,8
62,54,62,50,56,53,2016,8
63,54,63,51,56,53,2016,8
65,54,65,51,57,54,2016,8
65,54,65,52,56,55,2016,8
65,54,65,51,56,55,2016,8
65,55,65,51,56,56,2016,8
64,55,64,51,56,56,2016,8
64,55,64,51,57,56,2016,8
64,54,64,49,56,56,2016,8
64,54,64,51,57,56,2016,8
65,54,65,51,57,55,2016,8
65,55,65,51,57,56,2016,8
66,55,66,49,57,55,2016,8
67,55,67,49,56,55,2016,8
66,55,66,48,56,54,2016,8
66,54,66,47,55,55,2016,8
67,53,67,45,54,54,2016,9
68,54,68,44,54,55,2016,9
68,54,68,45,54,56,2016,9
68,54,68,50,54,56,2016,9
68,55,68,52,55,56,2016,9
67,56,67,54,55,56,2016,9
66,57,66,55,56,56,2016,9
65,57,65,56,56,56,2016,9
63,58,63,57,56,55,2016,9
63,58,63,57,57,56,2016,9
64,58,64,58,57,56,2016,9
65,58,65,58,57,56,2016,9
65,58,65,58,57,56,2016,9
66,58,66,58,57,56,2016,9
66,59,66,58,57,56,2016,9
66,59,66,58,57,56,2016,9
67,59,67,58,58,57,2016,9
66,60,66,58,58,57,2016,9
65,59,65,58,57,56,2016,9
64,58,64,57,56,56,2016,9
63,58,63,57,55,56,2016,9
62,58,62,57,55,56,2016,9
61,58,61,57,55,55,2016,9
61,58,61,57,56,56,2016,9
61,58,61,57,56,56,2016,9
61,58,61,57,56,56,2016,9
62,59,62,55,56,55,2016,9
62,58,62,54,55,55,2016,9
62,57,62,53,55,55,2016,9
62,56,62,52,54,55,2016,9
62,56,62,49,54,54,2016,9
62,55,62,49,54,54,2016,9
62,55,62,48,53,53,2016,9
60,54,60,46,53,53,2016,9
59,55,59,49,53,53,2016,9
59,54,59,49,53,53,2016,9
58,54,58,47,53,53,2016,9
58,53,58,45,52,52,2016,9
57,53,57,45,53,52,2016,9
57,53,57,45,52,51,2016,9
57,52,57,44,52,51,2016,9
57,52,57,44,52,51,2016,9
57,52,57,45,52,51,2016,9
58,52,58,45,52,51,2016,9
58,52,58,45,52,51,2016,9
58,52,58,45,52,50,2016,9
58,52,58,47,52,46,2016,9
58,53,58,48,52,46,2016,9
59,52,59,48,51,46,2016,9
60,51,60,48,51,48,2016,9
61,52,61,50,52,48,2016,9
61,53,61,51,52,51,2016,9
61,54,61,52,53,51,2016,9
62,54,62,52,53,51,2016,9
62,55,62,53,54,52,2016,9
63,56,63,53,54,52,2016,9
63,56,63,53,54,52,2016,9
65,56,65,54,54,52,2016,9
65,57,65,54,55,52,2016,9
65,58,65,55,55,52,2016,9
65,57,65,55,55,53,2016,9
65,58,65,55,55,53,2016,9
65,58,65,56,56,54,2016,9
66,58,66,56,56,54,2016,9
66,59,66,56,57,54,2016,9
68,60,68,56,58,55,2016,9
69,60,69,57,58,56,2016,9
71,60,71,57,59,56,2016,9
72,61,72,57,59,56,2016,9
75,61,75,57,59,57,2016,9
74,61,74,57,59,58,2016,9
73,61,73,57,59,58,2016,9
71,61,71,57,59,59,2016,9
70,59,70,56,58,60,2016,9
70,58,70,56,57,60,2016,9
70,57,70,55,56,60,2016,9
70,57,70,54,55,61,2016,9
70,55,70,53,54,61,2016,9
69,55,69,53,54,61,2016,9
70,55,70,52,54,62,2016,9
69,55,69,52,54,62,2016,9
69,56,69,52,54,63,2016,9
70,56,70,52,55,64,2016,9
71,56,71,52,55,65,2016,9
71,57,71,53,56,65,2016,9
71,59,71,54,56,64,2016,9
72,59,72,55,56,64,2016,9
73,60,73,56,57,65,2016,9
73,60,73,57,58,65,2016,9
72,61,72,58,59,66,2016,9
71,63,71,59,60,67,2016,9
71,64,71,59,61,67,2016,9
70,65,70,62,63,68,2016,9
72,67,72,64,65,69,2016,9
73,70,73,65,66,69,2016,9
75,71,75,68,68,69,2016,9
76,73,76,71,69,69,2016,9
78,75,78,71,71,69,2016,9
78,77,78,73,72,69,2016,9
79,78,79,74,74,68,2016,9
80,79,80,75,74,68,2016,9
80,80,80,76,74,67,2016,9
81,81,80,76,76,67,2016,9
81,81,80,78,75,66,2016,9
80,80,80,79,75,65,2016,9
80,80,80,78,74,65,2016,9
80,80,80,78,75,64,2016,9
80,80,79,78,74,63,2016,9
78,78,78,77,73,63,2016,9
78,77,78,76,73,63,2016,9
77,76,77,76,73,62,2016,9
77,76,77,75,72,62,2016,9
76,75,76,74,71,60,2016,9
75,74,75,73,70,59,2016,9
74,73,74,72,69,59,2016,9
73,72,73,70,67,58,2016,9
72,70,72,69,67,56,2016,9
71,69,71,68,65,56,2016,9
69,68,69,66,64,55,2016,9
68,66,68,63,63,54,2016,9
66,65,66,63,62,54,2016,9
65,64,65,62,61,54,2016,9
64,64,63,61,60,54,2016,9
63,63,62,60,59,54,2016,9
63,63,61,59,59,54,2016,9
61,61,60,59,58,53,2016,9
60,60,59,57,58,53,2016,9
59,59,58,56,58,52,2016,9
59,59,58,55,57,52,2016,9
58,58,57,55,57,52,2016,9
58,58,57,56,57,52,2016,9
59,59,56,55,57,52,2016,9
58,58,56,55,57,52,2016,9
58,58,55,55,56,52,2016,9
58,58,55,54,56,51,2016,9
57,57,55,54,56,51,2016,9
57,57,55,54,55,51,2016,9
57,57,55,53,55,51,2016,9
56,56,55,53,54,51,2016,9
55,55,54,53,54,52,2016,9
55,55,53,52,54,51,2016,9
55,55,52,52,53,51,2016,9
55,55,52,52,53,50,2016,9
54,54,53,52,53,47,2016,9
54,54,54,52,53,45,2016,9
54,53,54,52,52,43,2016,9
53,52,53,51,52,42,2016,9
53,52,53,48,51,43,2016,9
54,53,54,49,52,43,2016,9
54,53,54,47,52,43,2016,9
54,53,54,46,50,43,2016,9
55,52,55,45,49,42,2016,9
55,52,55,44,47,43,2016,9
55,52,55,43,47,42,2016,9
55,51,55,42,46,42,2016,9
55,52,55,42,46,42,2016,9
55,52,55,41,46,43,2016,9
55,51,55,41,46,43,2016,9
55,50,55,41,45,44,2016,9
55,48,55,42,45,45,2016,9
54,48,54,42,45,45,2016,9
54,51,54,43,45,45,2016,9
54,50,54,42,46,44,2016,9
54,51,54,43,45,45,2016,9
54,49,54,42,46,46,2016,9
54,51,54,42,46,46,2016,9
55,51,55,43,47,47,2016,9
54,51,54,44,47,48,2016,9
55,52,55,45,48,50,2016,9
55,52,55,47,51,51,2016,9
56,52,56,48,52,52,2016,9
56,52,56,48,52,52,2016,9
57,53,57,51,52,54,2016,9
57,53,57,51,53,54,2016,9
57,53,57,51,53,55,2016,9
57,53,57,52,53,55,2016,9
57,54,57,52,53,55,2016,9
57,54,57,52,54,55,2016,9
57,54,57,52,53,54,2016,9
57,54,57,52,53,54,2016,9
57,53,57,52,53,53,2016,9
56,53,56,52,52,53,2016,9
56,53,56,52,52,53,2016,9
56,53,56,52,52,52,2016,9
57,53,57,51,52,52,2016,9
58,52,58,51,52,53,2016,9
58,52,58,50,51,53,2016,9
58,52,58,49,51,53,2016,9
59,52,59,50,51,54,2016,9
61,52,61,50,51,54,2016,9
62,52,62,49,49,54,2016,9
62,51,62,50,47,54,2016,9
61,50,61,49,47,54,2016,9
61,52,61,51,46,54,2016,9
60,52,60,50,48,54,2016,9
60,52,60,51,49,53,2016,9
60,53,60,51,51,53,2016,9
60,53,60,51,50,52,2016,9
60,53,60,51,49,52,2016,9
60,53,60,50,50,52,2016,9
60,52,60,51,49,52,2016,9
60,53,60,52,51,53,2016,9
60,54,60,52,52,53,2016,9
60,54,60,52,53,53,2016,9
60,56,60,53,55,54,2016,9
60,56,60,53,55,55,2016,9
59,57,59,54,56,55,2016,9
58,58,58,55,56,55,2016,9
59,59,57,56,57,55,2016,9
60,60,57,57,57,54,2016,9
60,60,56,57,58,54,2016,9
60,60,55,57,58,54,2016,9
60,60,53,58,58,53,2016,9
60,60,51,58,58,53,2016,9
60,60,48,57,58,53,2016,9
60,60,48,57,58,53,2016,9
59,59,48,56,58,52,2016,9
59,59,48,56,57,52,2016,9
59,59,48,57,57,52,2016,9
58,58,50,56,57,53,2016,9
59,59,52,56,58,54,2016,9
58,58,52,57,58,55,2016,9
59,59,52,57,58,56,2016,9
60,60,53,57,58,56,2016,9
60,60,53,57,58,56,2016,9
59,59,53,57,58,56,2016,9
58,58,54,57,57,57,2016,9
57,57,54,56,56,56,2016,9
57,57,54,55,55,56,2016,9
56,56,54,55,55,56,2016,9
56,55,54,54,55,56,2016,9
56,55,54,53,54,56,2016,9
56,54,55,53,54,56,2016,9
56,54,55,53,54,56,2016,9
56,53,55,52,54,56,2016,9
56,53,55,51,53,56,2016,9
56,53,56,52,53,56,2016,9
56,53,56,52,54,56,2016,9
56,53,56,52,53,56,2016,9
56,53,56,52,53,56,2016,9
56,53,56,52,53,56,2016,9
54,52,54,50,52,54,2016,9
54,52,54,50,51,54,2016,9
54,50,54,47,50,54,2016,9
54,48,54,46,48,53,2016,9
53,49,53,47,46,53,2016,9
53,47,53,46,46,52,2016,9
53,47,53,44,44,51,2016,9
53,48,53,46,45,50,2016,9
53,49,53,47,45,49,2016,9
53,49,53,48,45,49,2016,9
54,51,54,48,45,47,2016,9
54,51,54,48,46,45,2016,9
54,52,54,47,47,44,2016,9
54,52,54,47,48,43,2016,9
55,53,55,49,50,43,2016,9
55,53,55,48,51,43,2016,9
55,54,55,49,51,41,2016,9
55,54,55,49,52,41,2016,9
55,54,55,51,52,40,2016,9
55,54,55,52,53,39,2016,9
55,54,55,52,53,37,2016,9
55,55,55,52,53,37,2016,9
55,55,55,52,53,37,2016,9
55,55,55,52,53,36,2016,9
55,54,55,52,53,36,2016,9
55,54,55,52,53,35,2016,9
55,55,55,53,53,35,2016,9
56,56,56,53,54,36,2016,9
57,57,56,53,55,39,2016,9
57,57,57,54,55,43,2016,9
58,57,58,53,55,45,2016,9
58,57,58,53,56,47,2016,9
58,57,58,53,56,49,2016,9
59,56,59,53,56,52,2016,9
59,56,59,53,56,53,2016,9
60,56,60,53,56,53,2016,9
60,55,60,53,56,54,2016,9
61,55,61,53,56,55,2016,9
61,55,61,53,56,55,2016,9
61,54,61,53,56,55,2016,9
61,54,61,53,55,55,2016,9
61,53,61,53,55,56,2016,9
60,53,60,52,54,56,2016,9
60,52,60,52,54,57,2016,9
60,52,60,52,54,57,2016,9
60,52,60,51,54,58,2016,9
59,52,59,51,53,58,2016,9
60,51,60,51,53,57,2016,9
60,49,60,50,52,57,2016,9
59,46,59,47,51,56,2016,9
58,45,58,46,49,55,2016,9
57,42,57,44,47,54,2016,9
56,41,56,42,44,53,2016,9
55,42,55,40,42,53,2016,9
54,41,54,39,40,51,2016,9
53,40,53,39,39,48,2016,9
52,42,52,40,37,45,2016,9
49,43,49,40,34,41,2016,9
46,41,46,38,33,39,2016,9
47,44,47,39,34,38,2016,9
47,47,47,39,34,39,2016,9
50,50,47,44,36,39,2016,9
52,52,49,45,40,39,2016,9
52,52,52,46,39,39,2016,9
52,52,52,46,39,38,2016,9
52,52,51,45,38,36,2016,9
52,52,49,45,38,36,2016,9
52,52,49,43,39,35,2016,9
52,52,49,43,39,34,2016,9
52,52,49,42,40,34,2016,9
52,52,46,41,40,34,2016,9
52,52,45,42,40,35,2016,9
51,51,49,46,41,34,2016,9
52,51,52,49,43,35,2016,9
53,51,53,51,43,36,2016,9
54,51,54,51,45,38,2016,9
54,52,54,52,47,39,2016,9
55,52,55,52,49,42,2016,9
55,53,55,52,50,43,2016,9
56,52,56,53,52,47,2016,9
56,52,56,53,53,49,2016,9
57,52,57,54,53,51,2016,9
56,52,56,53,53,52,2016,9
57,51,57,53,53,52,2016,9
57,50,57,52,53,52,2016,9
57,46,57,52,52,52,2016,9
56,47,56,52,52,52,2016,9
57,47,57,52,53,52,2016,9
58,48,58,52,53,53,2016,9
59,49,59,52,53,52,2016,9
59,49,59,53,53,52,2016,9
59,52,59,53,54,52,2016,9
59,52,59,53,54,53,2016,9
60,52,60,53,54,53,2016,9
61,52,61,53,54,53,2016,9
60,53,60,52,55,54,2016,9
60,53,60,52,55,54,2016,9
60,53,60,52,55,54,2016,9
60,53,60,52,55,54,2016,9
60,53,60,51,54,54,2016,9
59,53,59,51,54,53,2016,9
59,52,59,49,53,53,2016,9
58,51,58,49,53,52,2016,9
57,51,57,47,52,51,2016,9
57,51,57,45,50,49,2016,9
56,51,56,46,51,47,2016,9
56,51,56,45,50,43,2016,9
57,49,57,44,50,41,2016,9
56,51,56,44,50,42,2016,9
56,51,56,44,51,42,2016,9
56,51,56,45,51,43,2016,9
56,51,56,44,52,44,2016,9
55,52,55,45,52,45,2016,9
55,52,55,48,52,45,2016,9
55,53,55,50,52,45,2016,9
55,53,55,51,53,44,2016,9
54,53,54,51,52,43,2016,9
54,53,54,50,52,42,2016,9
53,52,53,48,50,39,2016,9
52,52,52,48,49,39,2016,9
52,52,51,48,49,39,2016,9
52,52,51,49,50,37,2016,9
52,52,52,49,51,37,2016,9
53,52,53,47,51,37,2016,9
53,53,53,49,51,39,2016,9
54,53,54,49,51,39,2016,9
53,53,53,49,51,39,2016,9
54,53,54,49,54,38,2016,9
54,53,54,49,52,38,2016,9
54,54,54,51,52,38,2016,9
54,54,53,51,52,39,2016,9
53,53,53,49,52,38,2016,9
53,53,53,50,51,37,2016,9
53,53,53,51,51,36,2016,9
54,54,53,51,49,36,2016,9
53,53,52,51,46,36,2016,9
53,53,52,48,45,38,2016,9
52,52,52,46,44,38,2016,9
52,52,52,46,44,39,2016,9
52,52,52,47,46,41,2016,9
53,52,53,49,47,43,2016,9
57,54,57,52,51,47,2016,9
59,55,59,53,52,50,2016,9
61,56,61,55,54,52,2016,9
62,57,62,56,55,54,2016,9
63,59,63,58,56,55,2016,9
62,59,62,59,56,55,2016,9
62,58,62,59,56,55,2016,9
62,58,62,59,56,55,2016,9
62,58,62,59,56,55,2016,9
62,58,62,59,56,55,2016,9
62,59,62,59,55,55,2016,9
62,58,62,59,56,55,2016,9
62,59,62,60,56,55,2016,9
62,59,62,60,57,55,2016,9
62,60,62,61,57,56,2016,9
62,60,62,61,57,56,2016,9
62,60,62,61,58,56,2016,9
63,60,63,62,58,57,2016,9
63,60,63,62,59,56,2016,9
64,61,64,63,60,56,2016,9
64,62,64,63,60,56,2016,9
64,62,64,63,60,55,2016,9
63,62,63,63,59,55,2016,9
63,61,60,63,59,55,2016,9
62,61,58,62,58,54,2016,9
60,60,57,60,57,53,2016,9
59,59,55,58,56,50,2016,9
58,58,54,57,54,46,2016,9
58,58,54,56,54,46,2016,9
58,58,54,56,54,46,2016,9
59,59,54,56,55,45,2016,9
58,58,54,56,55,46,2016,9
58,58,54,56,55,45,2016,9
58,58,53,56,55,45,2016,9
57,57,53,56,54,44,2016,9
57,57,53,55,54,43,2016,9
56,56,53,55,54,43,2016,9
56,56,53,54,54,43,2016,9
56,56,53,54,54,42,2016,9
56,56,53,54,54,40,2016,9
56,56,52,54,54,38,2016,9
56,56,52,54,53,37,2016,9
55,55,51,53,52,37,2016,9
54,54,49,53,52,37,2016,9
54,54,48,52,52,36,2016,9
54,54,49,52,51,35,2016,9
53,53,49,52,51,33,2016,9
52,52,48,52,51,32,2016,9
52,52,48,51,51,32,2016,9
51,51,48,51,50,31,2016,9
51,51,45,51,49,30,2016,9
51,51,45,49,48,30,2016,9
51,51,44,50,47,30,2016,9
50,49,44,50,46,29,2016,9
51,51,44,49,47,29,2016,9
52,52,44,49,46,29,2016,9
52,52,43,50,48,29,2016,9
52,52,44,51,47,29,2016,9
52,52,44,51,45,29,2016,9
52,52,44,50,45,31,2016,9
51,51,43,49,42,29,2016,9
50,50,41,47,39,29,2016,9
47,47,42,44,36,29,2016,9
47,47,41,42,37,29,2016,9
45,45,41,40,37,29,2016,9
43,43,42,39,35,28,2016,9
44,44,42,38,35,28,2016,9
44,44,43,38,35,29,2016,9
46,46,42,39,34,30,2016,9
46,46,41,38,34,29,2016,9
47,47,42,38,33,30,2016,9
47,47,42,38,32,30,2016,9
47,47,40,37,32,30,2016,9
47,47,40,38,32,31,2016,9
45,45,41,39,33,31,2016,9
44,44,43,38,35,32,2016,9
46,46,44,39,35,32,2016,9
46,46,45,38,35,33,2016,9
46,44,46,40,35,33,2016,9
46,44,46,38,34,33,2016,9
46,43,46,37,34,34,2016,9
46,45,46,36,34,35,2016,9
48,46,48,35,34,35,2016,9
50,48,50,35,35,37,2016,9
51,51,51,37,38,39,2016,9
52,52,51,39,40,39,2016,9
52,52,52,40,39,38,2016,9
52,52,52,42,41,38,2016,9
52,52,52,44,42,40,2016,9
52,52,52,46,43,43,2016,9
53,53,53,47,45,45,2016,9
55,53,55,48,47,49,2016,9
54,53,54,49,50,49,2016,9
56,54,56,50,52,51,2016,9
57,54,57,52,52,52,2016,9
58,55,58,52,53,54,2016,9
59,55,59,53,54,54,2016,9
60,56,60,53,55,55,2016,9
61,57,61,54,55,55,2016,9
62,57,62,55,56,55,2016,9
63,58,63,55,56,57,2016,9
64,59,64,56,57,57,2016,9
64,59,64,56,57,57,2016,9
65,59,65,57,58,58,2016,9
65,60,65,58,58,58,2016,9
65,61,65,59,59,58,2016,9
65,61,65,59,59,58,2016,9
67,62,67,60,60,59,2016,9
67,62,67,60,60,59,2016,9
68,62,68,61,60,58,2016,9
69,62,69,61,61,58,2016,9
67,61,67,61,60,58,2016,9
65,60,65,61,59,58,2016,9
65,60,65,61,59,58,2016,9
64,59,64,61,58,57,2016,9
63,59,63,61,58,56,2016,9
62,59,62,60,57,55,2016,9
61,59,61,60,56,54,2016,9
61,58,61,60,55,54,2016,9
60,57,60,59,55,53,2016,9
59,56,59,59,54,53,2016,9
58,56,58,58,54,52,2016,9
59,56,57,59,53,52,2016,9
58,56,57,58,53,52,2016,9
59,56,57,59,53,52,2016,9
58,56,57,58,53,52,2016,9
58,56,56,58,53,51,2016,9
58,55,56,58,54,51,2016,9
57,54,56,57,53,51,2016,9
57,55,56,57,53,51,2016,9
57,55,55,57,54,51,2016,9
57,56,56,57,54,51,2016,9
57,56,55,57,54,52,2016,9
56,56,54,56,53,51,2016,9
56,56,54,56,54,49,2016,9
57,57,54,56,55,49,2016,9
58,58,54,57,56,51,2016,9
58,58,54,57,56,52,2016,9
59,59,55,57,57,52,2016,9
59,59,55,57,57,53,2016,9
59,59,56,57,58,54,2016,9
59,59,56,58,59,56,2016,9
60,60,58,58,60,56,2016,9
60,60,58,58,60,56,2016,9
60,60,58,58,60,56,2016,9
60,60,58,58,60,56,2016,9
60,59,58,58,60,56,2016,9
60,59,58,58,60,56,2016,9
60,59,58,59,60,55,2016,9
60,59,59,58,60,55,2016,9
60,60,59,58,60,55,2016,9
63,62,63,59,62,56,2016,9
66,62,66,56,60,55,2016,9
65,61,65,56,59,54,2016,9
59,58,59,54,55,51,2016,9
59,58,59,54,56,50,2016,9
60,58,60,54,56,50,2016,9
60,59,60,54,57,50,2016,9
60,58,60,54,56,52,2016,9
60,58,60,54,55,52,2016,9
59,57,59,53,55,53,2016,9
59,57,59,53,55,53,2016,9
59,57,59,52,54,52,2016,9
59,56,59,52,54,52,2016,9
59,55,59,52,53,52,2016,9
59,55,59,52,54,53,2016,9
58,56,58,52,55,54,2016,9
57,56,56,52,57,54,2016,9
57,56,55,52,57,54,2016,9
58,56,56,52,58,54,2016,9
59,57,56,53,59,54,2016,9
59,57,56,53,59,54,2016,9
60,58,56,54,60,55,2016,9
60,59,56,54,60,55,2016,9
61,59,57,55,61,55,2016,9
61,59,57,55,61,56,2016,9
61,60,57,55,61,57,2016,9
61,61,57,55,61,58,2016,9
61,61,58,55,61,58,2016,9
62,62,59,55,62,58,2016,9
62,62,59,55,62,58,2016,9
62,62,59,55,62,57,2016,9
63,63,59,56,63,57,2016,9
63,63,60,57,63,57,2016,9
63,63,60,57,62,56,2016,9
63,63,59,58,63,56,2016,9
64,64,58,59,63,56,2016,9
64,64,58,59,64,56,2016,9
64,64,59,58,63,56,2016,9
63,63,60,58,63,56,2016,9
64,64,62,59,63,56,2016,9
66,66,63,59,65,57,2016,9
67,67,62,60,65,58,2016,9
68,68,63,60,66,59,2016,9
68,68,64,60,67,59,2016,9
69,69,65,60,68,60,2016,9
69,69,66,61,69,60,2016,9
70,70,67,62,69,60,2016,9
70,70,68,63,70,59,2016,9
70,70,69,64,70,58,2016,9
72,71,71,64,72,60,2016,9
73,71,71,64,73,60,2016,9
73,72,72,65,73,61,2016,9
74,73,73,66,74,62,2016,9
74,73,73,65,74,62,2016,9
74,73,74,66,74,62,2016,9
74,73,74,66,74,63,2016,9
74,73,74,67,74,63,2016,9
74,73,74,68,74,63,2016,9
76,74,76,69,73,63,2016,9
76,74,76,70,73,65,2016,9
78,74,78,70,73,66,2016,9
79,75,79,70,73,67,2016,9
79,75,79,71,73,68,2016,9
80,75,80,71,73,68,2016,9
80,74,80,70,72,67,2016,9
80,73,80,69,71,67,2016,9
78,72,78,68,71,67,2016,9
77,73,77,67,70,67,2016,9
76,71,76,66,69,67,2016,9
76,70,76,65,68,66,2016,9
75,69,75,65,67,66,2016,9
75,68,75,65,67,65,2016,9
74,67,74,64,66,64,2016,9
73,66,73,64,65,63,2016,9
72,65,72,63,64,62,2016,9
71,63,71,62,64,62,2016,9
70,63,70,61,63,62,2016,9
70,62,70,61,63,62,2016,9
69,61,69,60,62,61,2016,9
69,61,69,60,61,60,2016,9
68,60,68,59,60,60,2016,9
65,59,65,58,60,59,2016,9
63,58,63,57,60,58,2016,9
62,56,62,56,60,57,2016,9
61,56,61,56,59,55,2016,9
59,54,59,55,58,53,2016,9
58,54,58,54,57,53,2016,9
57,55,57,53,57,53,2016,9
57,56,57,54,57,53,2016,9
60,55,60,56,58,54,2016,9
58,55,58,54,57,53,2016,9
58,54,58,53,56,52,2016,9
58,54,58,53,56,52,2016,9
58,54,58,53,56,52,2016,9
57,54,57,53,56,52,2016,9
57,54,57,52,55,51,2016,9
58,52,58,52,54,47,2016,9
59,52,59,53,54,44,2016,9
60,52,60,53,53,41,2016,9
60,51,60,53,53,42,2016,9
61,52,61,54,54,42,2016,9
61,52,61,54,53,43,2016,9
62,51,62,54,54,46,2016,9
64,50,64,55,55,48,2016,9
63,51,63,56,56,52,2016,9
66,58,66,60,59,53,2016,9
67,58,67,60,59,54,2016,9
67,58,67,61,59,54,2016,9
68,60,68,62,60,54,2016,9
68,60,68,63,61,55,2016,9
68,61,68,63,62,56,2016,9
67,63,67,63,63,57,2016,10
66,64,66,63,64,57,2016,10
66,65,66,64,64,58,2016,10
66,65,66,64,64,58,2016,10
66,65,66,64,63,58,2016,10
66,65,66,64,64,58,2016,10
65,64,65,64,63,57,2016,10
64,64,63,63,62,57,2016,10
64,64,61,61,62,55,2016,10
63,63,60,59,61,54,2016,10
62,62,59,59,60,55,2016,10
63,63,59,59,61,55,2016,10
64,64,59,59,62,56,2016,10
64,64,59,59,61,56,2016,10
63,63,59,59,61,55,2016,10
63,63,59,59,61,55,2016,10
62,62,59,58,61,55,2016,10
62,62,59,58,61,55,2016,10
63,63,59,58,61,55,2016,10
63,63,58,58,61,55,2016,10
62,62,58,57,60,54,2016,10
61,61,58,56,60,54,2016,10
61,61,59,56,59,53,2016,10
59,59,59,56,57,52,2016,10
59,59,59,55,56,52,2016,10
59,58,59,54,56,52,2016,10
58,58,58,54,56,51,2016,10
59,59,58,54,56,51,2016,10
58,58,58,54,56,51,2016,10
58,58,57,54,56,51,2016,10
59,59,58,54,55,49,2016,10
59,59,59,54,55,49,2016,10
59,59,59,55,55,48,2016,10
58,58,58,54,55,47,2016,10
58,57,58,53,54,47,2016,10
57,56,57,53,53,48,2016,10
58,58,58,53,54,49,2016,10
58,58,58,53,54,51,2016,10
59,59,59,53,54,52,2016,10
59,59,59,52,54,53,2016,10
59,58,59,52,55,53,2016,10
59,58,59,52,55,53,2016,10
59,59,59,52,55,54,2016,10
59,59,59,52,56,54,2016,10
60,60,59,52,56,54,2016,10
61,61,59,52,57,54,2016,10
62,62,60,52,58,56,2016,10
62,62,61,52,58,56,2016,10
63,63,61,52,58,57,2016,10
63,63,62,52,59,58,2016,10
63,63,63,52,59,58,2016,10
64,64,64,51,59,58,2016,10
65,63,65,50,60,58,2016,10
65,63,65,49,60,58,2016,10
64,62,64,49,59,58,2016,10
65,61,65,54,61,58,2016,10
65,61,65,55,61,58,2016,10
65,62,65,55,61,58,2016,10
65,62,65,56,61,58,2016,10
65,62,65,56,61,58,2016,10
64,62,64,56,61,58,2016,10
64,62,64,57,61,58,2016,10
65,62,65,57,61,59,2016,10
64,61,64,57,61,59,2016,10
64,61,64,57,61,58,2016,10
64,60,64,57,60,58,2016,10
64,60,64,58,60,58,2016,10
63,59,63,58,60,58,2016,10
63,59,63,57,60,57,2016,10
62,59,62,58,60,57,2016,10
61,60,61,58,59,57,2016,10
62,61,62,58,59,58,2016,10
64,64,62,57,62,58,2016,10
63,63,62,56,62,58,2016,10
64,64,62,56,62,59,2016,10
64,64,62,56,63,59,2016,10
65,65,62,55,63,59,2016,10
66,66,62,56,63,59,2016,10
66,66,62,55,63,60,2016,10
66,66,62,55,64,60,2016,10
66,66,63,56,64,61,2016,10
67,67,63,58,65,61,2016,10
68,68,63,58,66,62,2016,10
69,69,63,58,67,63,2016,10
69,69,63,58,68,63,2016,10
70,70,64,58,69,65,2016,10
70,70,64,59,70,66,2016,10
