national,south,north,east,central,west,year,month
47,44,37,47,47,34,2016,2
59,57,54,59,57,56,2016,2
59,57,55,59,57,56,2016,2
59,57,55,59,56,56,2016,2
59,58,55,59,56,56,2016,2
59,58,55,59,56,56,2016,2
59,58,55,59,57,56,2016,2
60,58,55,60,57,56,2016,2
60,58,56,60,57,56,2016,2
61,58,57,61,57,56,2016,2
61,58,57,61,57,57,2016,2
62,58,57,62,57,57,2016,2
62,58,58,62,58,58,2016,2
62,58,58,62,58,58,2016,2
63,59,58,63,59,59,2016,2
63,59,59,63,59,59,2016,2
63,59,59,63,59,60,2016,2
63,59,59,63,59,60,2016,2
64,60,59,64,59,60,2016,2
63,60,59,63,59,60,2016,2
63,60,59,63,59,60,2016,2
63,59,58,63,59,60,2016,2
63,59,59,63,59,60,2016,2
63,59,58,63,59,60,2016,2
63,59,58,63,59,60,2016,2
62,58,57,62,59,59,2016,2
62,58,57,62,58,59,2016,2
62,57,56,62,58,58,2016,2
62,57,56,62,58,58,2016,2
61,56,55,61,57,57,2016,2
61,56,55,61,57,57,2016,2
61,56,55,61,57,56,2016,2
60,55,54,60,56,56,2016,2
60,55,54,60,56,56,2016,2
60,55,53,60,55,55,2016,2
59,54,53,59,55,55,2016,2
59,54,53,59,55,54,2016,2
58,54,53,58,54,54,2016,2
58,53,53,58,54,53,2016,2
58,54,53,58,53,53,2016,2
57,54,53,57,53,53,2016,2
57,53,52,57,53,53,2016,2
57,53,52,57,53,53,2016,2
57,53,52,57,52,53,2016,2
56,53,52,56,52,53,2016,2
56,53,51,56,51,52,2016,2
55,52,51,55,50,52,2016,2
55,51,48,55,47,51,2016,2
54,48,47,54,44,48,2016,2
53,47,45,53,43,46,2016,2
52,47,44,52,42,44,2016,2
52,45,42,52,41,43,2016,2
51,44,40,51,38,41,2016,2
49,43,39,49,36,40,2016,2
47,40,37,47,35,39,2016,2
45,41,35,45,35,37,2016,2
44,40,34,44,34,35,2016,2
41,39,34,41,34,35,2016,2
40,39,33,40,32,32,2016,2
37,36,32,37,31,33,2016,2
36,35,32,36,30,31,2016,2
35,35,30,35,30,31,2016,2
33,32,29,33,28,29,2016,2
31,29,28,31,27,28,2016,2
30,28,27,30,26,27,2016,2
28,26,27,28,25,26,2016,2
28,26,26,28,25,26,2016,2
28,26,26,28,25,26,2016,2
29,25,26,29,25,26,2016,2
28,26,27,28,27,27,2016,2
30,27,28,30,28,27,2016,2
34,30,28,34,33,29,2016,2
35,31,29,35,33,29,2016,2
36,31,30,36,34,30,2016,2
36,33,30,36,34,30,2016,2
37,32,29,37,35,32,2016,2
38,33,30,38,35,32,2016,2
38,34,30,38,36,32,2016,2
39,35,32,39,36,32,2016,2
39,36,32,39,36,34,2016,2
40,35,32,40,37,33,2016,2
41,36,32,41,38,36,2016,2
44,43,35,44,43,37,2016,2
46,44,36,46,44,38,2016,2
47,47,37,47,46,38,2016,2
46,46,38,46,46,38,2016,2
46,46,38,45,45,37,2016,2
46,46,37,44,45,35,2016,2
47,47,36,44,46,36,2016,2
50,50,36,43,48,35,2016,2
49,49,36,41,49,36,2016,2
50,49,36,40,50,37,2016,2
51,50,37,40,51,38,2016,2
51,49,37,40,51,39,2016,2
51,50,38,40,51,39,2016,2
51,49,37,39,51,39,2016,2
51,49,37,39,51,38,2016,2
51,48,36,43,51,38,2016,2
51,48,36,39,51,37,2016,2
50,47,36,38,50,37,2016,2
48,47,38,38,48,35,2016,2
47,46,39,39,47,35,2016,2
47,45,39,39,47,35,2016,2
47,43,38,39,47,36,2016,2
46,43,37,39,46,35,2016,2
46,42,37,40,46,35,2016,2
46,42,37,39,46,34,2016,2
43,40,35,38,43,34,2016,2
44,40,34,40,44,34,2016,2
44,39,34,41,44,34,2016,2
44,38,34,41,44,34,2016,2
42,36,35,42,42,34,2016,2
42,35,36,42,40,35,2016,2
42,33,37,42,36,35,2016,2
42,33,38,42,34,34,2016,2
42,32,39,42,33,33,2016,2
42,32,41,42,32,32,2016,2
42,33,41,42,32,33,2016,2
43,33,41,43,32,34,2016,2
43,33,41,43,34,35,2016,2
43,33,41,43,34,35,2016,2
43,33,42,43,34,36,2016,2
43,34,40,43,34,36,2016,2
44,34,39,44,35,36,2016,2
43,34,38,43,37,36,2016,2
44,35,37,44,37,37,2016,2
44,36,38,44,36,37,2016,2
45,36,40,45,40,40,2016,2
43,39,40,43,40,39,2016,2
43,39,40,43,42,39,2016,2
44,39,41,44,44,39,2016,2
44,40,41,43,44,39,2016,2
43,40,41,43,43,39,2016,2
44,42,41,44,44,40,2016,2
45,44,42,44,45,39,2016,2
46,44,42,45,46,38,2016,2
49,48,44,46,49,38,2016,2
51,49,42,48,51,39,2016,2
51,49,41,48,51,40,2016,2
51,49,39,48,51,41,2016,2
51,48,40,49,51,41,2016,2
51,48,42,49,51,41,2016,2
50,48,42,48,50,41,2016,2
51,49,43,49,51,42,2016,2
51,49,45,48,51,42,2016,2
52,51,45,49,52,42,2016,2
51,51,46,51,51,44,2016,2
51,51,47,51,51,43,2016,2
51,51,47,51,51,43,2016,2
52,51,48,52,51,41,2016,2
52,51,47,52,49,38,2016,2
52,51,48,52,49,39,2016,2
53,50,48,53,47,41,2016,2
52,51,48,52,47,42,2016,2
53,50,48,53,46,44,2016,2
53,51,48,53,48,44,2016,2
53,50,48,53,47,45,2016,2
53,49,48,53,48,45,2016,2
52,48,46,52,48,46,2016,2
52,46,46,52,48,46,2016,2
52,46,51,52,47,46,2016,2
52,48,51,52,50,46,2016,2
52,49,52,52,51,46,2016,2
52,49,51,52,51,45,2016,2
52,48,50,52,51,45,2016,2
52,48,49,52,51,44,2016,2
52,48,49,52,51,44,2016,2
52,47,48,52,50,43,2016,2
53,46,48,53,50,43,2016,2
53,45,47,53,51,43,2016,2
53,47,46,53,51,44,2016,2
52,46,47,52,51,43,2016,2
52,45,45,52,51,44,2016,2
52,45,45,52,51,44,2016,2
52,45,46,52,51,43,2016,2
52,46,45,52,52,42,2016,2
52,46,45,52,52,41,2016,2
52,48,46,51,52,39,2016,2
52,49,48,51,52,39,2016,2
52,48,49,52,52,38,2016,2
52,49,51,52,52,38,2016,2
52,50,51,52,51,37,2016,2
52,49,49,52,51,37,2016,2
52,48,47,52,49,35,2016,2
52,47,47,52,50,35,2016,2
52,48,48,52,51,35,2016,2
52,51,49,52,52,36,2016,2
52,52,51,52,52,37,2016,2
53,52,51,52,53,38,2016,2
54,53,51,53,54,40,2016,2
54,53,51,52,54,42,2016,2
55,54,52,52,55,43,2016,2
55,54,52,52,55,46,2016,2
55,54,52,53,55,48,2016,2
55,55,53,53,55,50,2016,2
55,55,53,52,55,52,2016,2
55,55,53,52,55,52,2016,2
55,55,53,52,55,52,2016,2
56,55,53,53,56,53,2016,2
56,55,53,53,56,53,2016,2
56,55,53,53,56,53,2016,2
56,56,53,53,56,53,2016,2
56,56,53,52,56,54,2016,2
56,56,53,52,56,54,2016,2
57,57,53,53,57,55,2016,2
57,57,53,53,57,55,2016,2
58,57,53,53,58,55,2016,2
58,58,54,54,58,55,2016,2
58,58,55,54,58,55,2016,2
58,58,55,55,58,55,2016,2
58,58,56,55,58,55,2016,2
57,57,56,55,57,56,2016,2
57,57,56,56,57,55,2016,2
57,57,56,56,57,55,2016,2
57,57,56,57,57,55,2016,2
57,57,56,57,57,55,2016,2
57,57,56,57,57,55,2016,2
57,57,56,57,57,55,2016,2
57,57,56,57,56,55,2016,2
57,57,56,57,56,55,2016,2
57,57,56,57,56,55,2016,2
57,56,56,57,56,55,2016,2
57,56,56,57,56,54,2016,2
57,56,56,57,56,54,2016,2
57,55,55,57,55,54,2016,2
56,55,55,56,55,54,2016,2
56,55,55,56,55,54,2016,2
55,55,55,55,55,54,2016,2
55,55,54,55,55,54,2016,2
55,54,54,55,54,54,2016,2
54,54,53,54,53,54,2016,2
54,53,52,54,53,54,2016,2
53,52,51,53,52,53,2016,2
52,52,47,52,51,52,2016,2
52,52,44,52,51,52,2016,2
52,52,42,49,48,51,2016,2
51,51,41,44,47,50,2016,2
48,47,40,40,44,48,2016,2
46,46,38,39,43,44,2016,2
46,46,37,40,40,41,2016,2
45,45,36,40,40,39,2016,2
44,44,35,39,38,38,2016,2
44,44,35,40,38,36,2016,2
45,45,37,40,37,35,2016,2
43,43,37,40,36,35,2016,2
41,41,36,39,35,35,2016,2
41,41,36,38,33,34,2016,2
41,41,36,39,33,33,2016,2
39,39,34,39,31,31,2016,2
38,37,33,38,29,30,2016,2
36,33,31,36,26,27,2016,2
34,31,30,34,24,24,2016,2
34,29,29,34,22,22,2016,2
34,30,28,34,23,21,2016,2
34,30,28,34,23,21,2016,2
34,30,29,34,23,21,2016,2
35,33,30,35,24,22,2016,2
36,34,31,36,25,23,2016,2
36,36,32,36,26,23,2016,2
41,37,41,38,27,24,2016,2
43,39,43,41,29,23,2016,2
44,41,44,42,32,24,2016,2
45,42,45,43,35,27,2016,2
45,44,45,45,37,28,2016,2
47,45,45,47,39,29,2016,2
51,50,44,51,45,29,2016,2
51,51,47,51,46,31,2016,2
52,51,48,52,47,31,2016,2
52,52,51,52,48,33,2016,2
53,52,52,53,51,36,2016,2
54,53,52,54,52,38,2016,2
54,53,53,54,52,39,2016,2
54,53,53,54,52,39,2016,2
55,54,53,55,52,41,2016,2
56,54,54,56,52,42,2016,2
56,54,55,56,52,43,2016,2
57,54,55,57,53,45,2016,2
58,54,54,58,53,47,2016,2
58,53,53,58,53,47,2016,2
58,53,52,58,53,48,2016,2
58,52,52,58,52,48,2016,2
58,52,52,58,52,48,2016,2
57,51,51,57,51,47,2016,2
57,51,52,57,51,47,2016,2
56,51,52,56,51,49,2016,2
56,52,51,56,51,50,2016,2
56,52,51,56,50,51,2016,2
56,51,51,56,49,49,2016,2
56,51,51,56,51,49,2016,2
56,51,48,56,50,47,2016,2
56,52,49,56,51,47,2016,2
56,52,49,56,51,48,2016,2
56,52,49,56,51,49,2016,2
57,52,48,57,51,49,2016,2
57,52,48,57,51,49,2016,2
57,52,47,57,51,50,2016,2
56,52,45,56,52,49,2016,2
56,52,45,56,52,49,2016,2
55,52,43,55,52,48,2016,2
55,52,42,55,51,47,2016,2
55,52,43,55,51,48,2016,2
54,52,44,54,52,48,2016,2
54,52,43,54,51,47,2016,2
54,53,43,54,52,48,2016,2
54,53,43,54,52,48,2016,2
54,54,44,54,52,49,2016,2
54,54,43,54,52,49,2016,2
54,53,43,54,52,49,2016,2
53,53,42,53,51,49,2016,2
53,53,42,53,51,51,2016,2
53,53,43,53,51,51,2016,2
53,53,44,53,50,51,2016,2
53,53,46,53,49,51,2016,2
53,52,45,53,47,51,2016,2
52,52,45,52,46,51,2016,2
53,52,46,53,45,51,2016,2
53,52,46,53,46,51,2016,2
53,52,46,53,47,51,2016,2
53,52,46,53,47,51,2016,2
53,52,47,53,46,52,2016,2
53,52,46,53,46,52,2016,2
53,52,46,53,46,52,2016,2
53,52,46,53,47,52,2016,2
52,52,45,52,47,52,2016,2
53,52,45,53,48,51,2016,2
53,52,44,53,48,52,2016,2
53,52,44,53,49,52,2016,2
53,51,45,53,51,52,2016,2
53,47,46,53,51,52,2016,2
53,49,47,53,52,52,2016,2
54,49,48,54,52,51,2016,2
54,49,49,54,52,51,2016,2
54,48,49,54,52,51,2016,2
54,47,48,54,52,50,2016,2
54,47,47,54,52,51,2016,2
54,47,45,54,53,52,2016,2
54,46,45,54,53,52,2016,2
55,46,44,55,53,51,2016,2
54,46,44,54,53,51,2016,2
54,45,45,54,53,49,2016,2
54,46,47,54,52,49,2016,2
55,43,47,55,52,47,2016,2
56,43,47,56,52,47,2016,2
56,42,48,56,52,48,2016,2
56,43,48,56,51,47,2016,2
56,44,50,56,51,48,2016,2
56,45,51,56,50,49,2016,2
56,48,50,56,49,49,2016,2
56,48,49,56,48,47,2016,2
55,47,53,55,47,46,2016,2
55,47,46,55,45,45,2016,2
55,47,46,55,43,44,2016,2
55,46,46,55,43,44,2016,2
55,47,48,55,42,43,2016,2
55,47,49,55,42,42,2016,2
54,47,49,54,41,42,2016,2
54,49,49,54,42,43,2016,2
53,48,48,53,41,42,2016,2
53,47,46,53,41,42,2016,2
52,46,45,52,40,43,2016,2
52,45,44,52,41,41,2016,2
53,45,44,53,39,41,2016,2
53,44,43,53,39,40,2016,2
53,43,42,53,38,38,2016,2
52,44,41,52,38,37,2016,2
52,44,43,52,39,37,2016,2
52,44,43,52,39,37,2016,2
52,44,42,52,39,38,2016,2
51,42,42,51,39,37,2016,2
51,41,41,51,38,35,2016,2
51,39,41,51,37,36,2016,2
51,38,41,51,38,36,2016,2
51,39,41,51,39,39,2016,2
51,39,41,51,40,40,2016,2
51,40,43,51,41,41,2016,2
52,42,44,52,43,42,2016,2
52,43,43,52,45,43,2016,2
52,44,43,52,46,44,2016,2
53,46,43,53,47,45,2016,2
53,46,45,53,47,45,2016,2
54,48,44,54,49,47,2016,2
54,50,44,54,49,48,2016,2
54,50,44,54,51,48,2016,2
54,51,46,54,50,50,2016,2
54,51,47,54,51,51,2016,2
54,51,48,54,52,51,2016,2
54,52,49,54,52,52,2016,2
54,52,49,54,52,52,2016,2
54,53,49,54,52,52,2016,2
54,53,49,54,53,52,2016,2
54,53,50,54,53,52,2016,2
54,53,49,54,53,52,2016,2
54,53,50,54,53,52,2016,2
54,54,51,54,53,52,2016,2
54,54,51,53,53,52,2016,2
54,53,51,54,53,52,2016,2
53,53,51,53,53,52,2016,2
54,54,50,54,53,52,2016,2
53,53,49,53,53,52,2016,2
53,53,49,53,53,52,2016,2
53,53,48,53,53,52,2016,2
53,53,48,53,52,52,2016,2
53,53,46,53,52,52,2016,2
53,52,45,53,52,51,2016,2
53,53,46,53,52,51,2016,2
53,53,46,53,52,51,2016,2
53,53,45,53,52,51,2016,2
53,53,45,53,52,51,2016,2
53,53,43,53,52,51,2016,2
53,52,43,53,51,50,2016,2
54,52,41,54,51,50,2016,2
54,52,40,54,51,48,2016,2
55,52,40,55,49,48,2016,2
55,52,39,55,49,48,2016,2
55,52,39,55,49,49,2016,2
55,52,38,55,50,49,2016,2
55,52,38,55,49,50,2016,2
55,52,38,55,48,48,2016,2
55,52,38,55,49,48,2016,2
53,51,45,53,44,51,2016,2
52,52,47,52,46,51,2016,2
53,52,47,53,46,51,2016,2
53,52,48,53,48,52,2016,2
53,52,49,53,49,52,2016,2
53,52,48,53,48,52,2016,2
53,52,50,53,49,52,2016,2
53,52,50,53,49,52,2016,2
53,53,50,53,49,52,2016,2
53,53,50,53,51,52,2016,2
53,53,50,53,50,52,2016,2
53,53,50,53,49,51,2016,2
53,52,48,53,49,52,2016,2
52,52,47,52,50,52,2016,2
52,52,45,52,50,52,2016,3
52,52,44,52,51,51,2016,3
53,53,44,53,51,52,2016,3
53,53,43,53,51,52,2016,3
53,53,43,53,51,52,2016,3
53,53,43,53,51,52,2016,3
53,53,44,53,51,51,2016,3
53,53,44,53,51,52,2016,3
53,53,45,53,51,52,2016,3
53,53,45,53,51,52,2016,3
53,53,46,53,51,52,2016,3
53,52,47,53,51,53,2016,3
53,52,47,53,50,53,2016,3
53,52,46,53,50,52,2016,3
53,53,46,53,51,52,2016,3
53,52,46,53,49,52,2016,3
53,52,45,53,49,52,2016,3
53,52,44,53,49,52,2016,3
53,51,45,53,49,52,2016,3
53,50,44,53,49,52,2016,3
53,51,43,53,48,52,2016,3
53,52,44,53,47,52,2016,3
53,51,46,53,47,51,2016,3
53,51,48,53,45,51,2016,3
53,51,50,53,45,50,2016,3
53,50,50,53,44,49,2016,3
53,50,51,53,44,49,2016,3
53,50,51,53,44,49,2016,3
53,48,52,53,45,48,2016,3
53,49,51,53,45,48,2016,3
53,49,51,53,45,46,2016,3
53,48,51,53,46,46,2016,3
53,49,50,53,47,45,2016,3
53,48,51,53,51,44,2016,3
53,48,51,53,52,45,2016,3
53,49,52,53,52,46,2016,3
53,51,52,53,53,47,2016,3
53,51,52,53,53,47,2016,3
53,52,52,53,53,46,2016,3
54,52,51,53,54,47,2016,3
54,52,48,53,54,48,2016,3
54,52,48,53,54,47,2016,3
54,52,45,53,54,48,2016,3
54,52,46,53,54,49,2016,3
54,53,43,53,54,47,2016,3
54,52,44,53,54,45,2016,3
53,53,44,53,53,46,2016,3
53,53,45,53,53,47,2016,3
54,54,46,54,53,46,2016,3
54,54,47,53,53,47,2016,3
54,54,47,54,52,46,2016,3
54,54,46,54,52,47,2016,3
54,54,46,54,52,49,2016,3
55,54,47,55,53,51,2016,3
55,54,48,55,53,51,2016,3
55,54,48,55,53,51,2016,3
55,54,48,55,53,52,2016,3
55,55,48,55,53,51,2016,3
55,55,48,55,53,51,2016,3
55,54,48,55,53,51,2016,3
55,54,48,55,53,51,2016,3
55,54,49,55,53,51,2016,3
55,53,48,55,53,52,2016,3
55,53,48,55,52,52,2016,3
55,53,47,55,52,51,2016,3
53,52,42,53,51,51,2016,3
52,52,42,52,49,49,2016,3
50,50,45,46,45,46,2016,3
48,48,44,44,44,45,2016,3
47,47,44,44,44,43,2016,3
47,47,44,42,43,43,2016,3
47,47,44,42,43,43,2016,3
46,46,43,42,42,43,2016,3
46,46,42,41,41,42,2016,3
46,46,42,40,41,41,2016,3
46,46,41,38,40,42,2016,3
45,45,41,40,41,41,2016,3
45,45,41,41,42,40,2016,3
46,46,40,43,45,39,2016,3
48,48,40,44,45,40,2016,3
49,49,36,46,48,37,2016,3
50,50,43,47,50,36,2016,3
51,51,43,48,50,37,2016,3
51,50,44,46,51,37,2016,3
51,51,43,46,47,35,2016,3
50,50,42,45,47,34,2016,3
50,50,41,44,45,34,2016,3
48,48,40,44,42,34,2016,3
47,47,40,41,41,39,2016,3
46,46,42,41,37,41,2016,3
46,44,37,46,37,39,2016,3
45,43,36,45,37,39,2016,3
48,46,38,48,42,39,2016,3
48,47,39,48,42,39,2016,3
50,50,40,50,45,33,2016,3
51,51,41,50,46,33,2016,3
50,50,43,50,47,34,2016,3
53,53,47,51,53,41,2016,3
53,53,48,51,53,42,2016,3
53,53,52,51,53,43,2016,3
53,53,52,51,53,44,2016,3
53,53,52,51,53,45,2016,3
54,54,52,50,53,51,2016,3
54,54,52,49,53,51,2016,3
55,55,52,50,53,51,2016,3
55,55,52,51,54,49,2016,3
54,54,52,51,53,49,2016,3
54,54,51,52,53,49,2016,3
54,54,51,53,53,48,2016,3
54,54,52,53,53,49,2016,3
54,54,52,53,53,48,2016,3
54,54,51,53,52,49,2016,3
54,54,51,53,53,48,2016,3
54,54,51,52,53,48,2016,3
53,53,50,52,52,45,2016,3
53,53,51,52,52,44,2016,3
53,53,52,52,52,43,2016,3
53,53,52,52,51,42,2016,3
53,53,53,51,51,40,2016,3
53,53,53,51,51,40,2016,3
53,53,52,51,51,39,2016,3
52,52,52,50,51,37,2016,3
53,53,52,49,52,36,2016,3
53,53,53,51,52,37,2016,3
53,52,53,50,52,35,2016,3
52,51,52,50,51,30,2016,3
52,51,52,49,51,33,2016,3
52,51,52,47,48,38,2016,3
52,51,52,45,47,41,2016,3
52,52,52,44,48,44,2016,3
52,52,52,40,47,46,2016,3
53,53,52,38,47,47,2016,3
53,53,51,36,46,45,2016,3
53,53,51,34,45,44,2016,3
53,53,51,33,44,43,2016,3
52,52,50,34,42,42,2016,3
52,52,50,34,41,42,2016,3
52,52,51,35,41,42,2016,3
52,52,51,35,42,43,2016,3
52,52,49,35,44,43,2016,3
52,52,48,36,45,42,2016,3
52,52,44,37,45,44,2016,3
52,52,42,37,46,44,2016,3
52,52,44,36,47,44,2016,3
53,53,45,38,48,44,2016,3
53,53,46,40,48,46,2016,3
53,53,47,39,48,45,2016,3
53,53,51,40,48,46,2016,3
54,54,52,42,49,47,2016,3
54,54,53,45,52,47,2016,3
55,55,53,46,52,47,2016,3
54,54,53,48,52,44,2016,3
55,55,54,48,53,42,2016,3
54,54,54,49,54,40,2016,3
55,54,55,51,54,40,2016,3
55,54,55,51,55,42,2016,3
56,54,56,51,55,43,2016,3
56,55,56,51,55,44,2016,3
56,54,56,51,55,45,2016,3
56,55,56,51,55,45,2016,3
56,55,56,52,55,49,2016,3
56,55,56,52,55,52,2016,3
56,55,56,53,55,52,2016,3
56,55,56,53,55,51,2016,3
56,55,56,53,54,52,2016,3
55,54,55,53,55,51,2016,3
54,54,54,53,54,51,2016,3
54,53,54,52,54,50,2016,3
54,54,54,52,54,46,2016,3
54,54,53,52,53,44,2016,3
53,52,53,51,53,45,2016,3
54,53,54,51,53,49,2016,3
53,52,53,51,52,48,2016,3
53,52,53,51,51,46,2016,3
52,52,52,49,51,44,2016,3
52,52,52,49,48,43,2016,3
52,52,51,50,49,42,2016,3
53,53,52,51,51,45,2016,3
54,54,52,52,52,47,2016,3
54,54,51,52,52,47,2016,3
54,54,50,52,52,48,2016,3
54,54,50,53,52,47,2016,3
54,54,49,53,52,48,2016,3
54,54,49,53,52,48,2016,3
54,54,48,53,52,48,2016,3
54,54,47,52,51,47,2016,3
54,54,45,52,49,48,2016,3
53,53,44,52,50,48,2016,3
53,53,45,52,50,49,2016,3
53,53,45,52,49,50,2016,3
54,54,45,52,49,51,2016,3
53,53,46,52,48,51,2016,3
52,52,44,52,48,51,2016,3
52,52,43,52,48,47,2016,3
52,52,44,52,48,45,2016,3
52,52,44,52,48,47,2016,3
51,51,44,51,48,48,2016,3
52,52,43,51,48,48,2016,3
52,52,43,52,51,49,2016,3
52,52,42,52,51,51,2016,3
52,52,41,52,49,47,2016,3
52,52,41,52,50,45,2016,3
52,51,42,52,48,45,2016,3
51,50,43,51,49,46,2016,3
51,50,42,49,51,46,2016,3
52,51,41,48,52,45,2016,3
53,52,40,48,53,44,2016,3
54,53,40,47,54,44,2016,3
54,53,41,47,54,45,2016,3
53,53,41,48,53,45,2016,3
53,53,42,48,53,44,2016,3
53,53,41,49,53,44,2016,3
54,53,42,48,54,44,2016,3
54,53,41,48,54,44,2016,3
54,54,40,48,54,44,2016,3
54,54,41,48,54,45,2016,3
54,54,41,49,54,44,2016,3
54,54,40,48,54,42,2016,3
54,54,40,48,54,41,2016,3
54,54,41,48,54,41,2016,3
53,53,42,46,53,40,2016,3
53,53,43,44,53,39,2016,3
53,53,45,43,53,44,2016,3
53,53,45,43,53,44,2016,3
53,53,44,44,53,45,2016,3
53,52,44,45,53,45,2016,3
52,52,45,45,52,46,2016,3
52,52,46,45,50,47,2016,3
50,50,49,46,47,48,2016,3
51,48,51,48,46,48,2016,3
51,48,51,49,47,47,2016,3
52,51,52,49,49,47,2016,3
52,51,52,48,51,47,2016,3
52,52,52,49,52,47,2016,3
52,52,52,50,52,49,2016,3
53,53,51,52,52,50,2016,3
54,54,52,52,53,49,2016,3
54,54,53,52,53,52,2016,3
54,54,53,53,53,53,2016,3
54,54,53,53,53,53,2016,3
54,54,53,54,53,54,2016,3
55,55,53,54,54,54,2016,3
55,55,53,54,54,53,2016,3
56,56,53,54,54,53,2016,3
56,56,53,54,54,53,2016,3
56,56,53,55,54,53,2016,3
56,56,53,55,54,54,2016,3
56,56,53,55,54,54,2016,3
56,56,53,54,54,54,2016,3
56,56,54,54,54,54,2016,3
56,56,54,54,54,54,2016,3
56,56,54,54,54,54,2016,3
56,56,54,53,54,54,2016,3
56,56,53,53,54,55,2016,3
56,56,53,54,54,55,2016,3
57,57,53,54,54,55,2016,3
56,56,53,54,54,55,2016,3
56,56,53,54,54,55,2016,3
55,55,54,54,55,55,2016,3
56,54,53,53,54,56,2016,3
54,54,53,53,54,54,2016,3
55,54,53,53,55,54,2016,3
55,54,53,53,55,54,2016,3
55,54,53,53,55,53,2016,3
55,55,53,54,55,53,2016,3
55,55,53,53,55,53,2016,3
56,55,52,54,56,54,2016,3
55,55,52,54,55,54,2016,3
56,56,52,54,56,54,2016,3
57,57,52,54,56,54,2016,3
57,57,52,54,57,53,2016,3
58,58,52,55,58,53,2016,3
58,58,52,56,58,53,2016,3
58,58,52,56,58,53,2016,3
58,58,52,56,57,54,2016,3
58,58,52,57,57,53,2016,3
57,57,52,57,57,53,2016,3
57,57,51,56,56,53,2016,3
57,57,51,56,56,52,2016,3
57,57,51,56,56,52,2016,3
57,57,51,56,55,52,2016,3
57,57,51,56,55,52,2016,3
57,57,49,56,55,52,2016,3
58,58,50,56,55,52,2016,3
58,58,50,56,55,54,2016,3
58,58,49,56,55,56,2016,3
58,58,49,56,54,57,2016,3
57,57,51,55,54,57,2016,3
58,57,51,56,54,58,2016,3
59,57,52,56,54,59,2016,3
59,57,52,55,54,59,2016,3
59,58,52,55,55,59,2016,3
59,57,52,56,55,59,2016,3
59,57,53,56,54,59,2016,3
59,56,53,56,53,59,2016,3
59,57,53,55,54,59,2016,3
59,57,52,55,54,59,2016,3
59,57,52,55,55,59,2016,3
59,58,53,55,55,59,2016,3
59,58,53,55,55,59,2016,3
60,58,53,56,55,60,2016,3
60,58,54,56,56,60,2016,3
61,58,54,56,56,61,2016,3
61,58,54,57,56,61,2016,3
61,58,54,57,56,61,2016,3
61,58,54,57,57,61,2016,3
60,58,55,57,56,60,2016,3
59,58,55,57,56,59,2016,3
59,59,56,57,57,58,2016,3
59,59,56,57,57,58,2016,3
59,59,56,57,57,59,2016,3
59,59,56,57,58,58,2016,3
59,59,56,57,58,58,2016,3
59,59,55,57,58,58,2016,3
59,58,55,58,56,59,2016,3
59,58,55,57,56,59,2016,3
59,57,55,56,56,59,2016,3
59,57,55,56,57,59,2016,3
59,57,55,56,57,59,2016,3
59,57,56,56,57,59,2016,3
60,58,56,57,57,60,2016,3
60,58,56,57,57,60,2016,3
60,58,55,58,57,60,2016,3
58,58,55,58,57,58,2016,3
58,58,55,57,57,58,2016,3
59,59,55,57,58,58,2016,3
59,59,55,57,58,58,2016,3
60,60,56,57,59,58,2016,3
60,60,56,58,59,58,2016,3
61,61,56,59,59,59,2016,3
61,61,56,59,59,60,2016,3
61,61,56,58,59,60,2016,3
61,61,57,58,59,60,2016,3
61,61,57,58,59,60,2016,3
61,61,57,58,59,60,2016,3
60,60,58,58,59,60,2016,3
60,60,58,58,59,59,2016,3
60,60,59,59,59,59,2016,3
61,61,59,59,60,60,2016,3
61,61,59,59,60,60,2016,3
61,61,59,59,60,60,2016,3
61,61,60,59,59,60,2016,3
61,61,60,59,59,60,2016,3
61,61,60,59,60,60,2016,3
61,61,59,58,61,60,2016,3
61,61,59,58,61,60,2016,3
61,61,59,58,61,61,2016,3
61,61,59,58,61,61,2016,3
61,61,59,57,61,61,2016,3
61,61,59,57,61,61,2016,3
62,61,60,56,61,62,2016,3
62,62,60,56,61,62,2016,3
62,62,60,56,62,62,2016,3
63,62,60,56,62,63,2016,3
62,62,60,57,62,62,2016,3
62,62,59,57,61,62,2016,3
62,61,59,57,61,62,2016,3
62,62,59,57,62,62,2016,3
62,62,59,57,61,62,2016,3
62,62,58,56,61,62,2016,3
62,62,58,56,61,62,2016,3
62,62,58,56,60,62,2016,3
62,61,57,56,60,62,2016,3
62,62,56,55,60,61,2016,3
62,62,56,55,61,61,2016,3
62,62,56,55,60,61,2016,3
62,62,56,55,61,62,2016,3
62,62,57,55,61,61,2016,3
62,62,57,55,61,62,2016,3
62,62,57,55,61,61,2016,3
62,62,57,56,61,62,2016,3
63,63,57,56,61,62,2016,3
63,63,57,57,62,63,2016,3
63,63,58,57,62,63,2016,3
63,62,58,58,61,63,2016,3
64,62,57,58,62,64,2016,3
65,62,57,58,62,65,2016,3
65,63,57,58,63,65,2016,3
66,63,58,58,63,66,2016,3
66,63,58,58,63,66,2016,3
67,63,58,58,63,67,2016,3
67,63,58,58,63,67,2016,3
68,62,58,58,64,68,2016,3
68,62,58,58,64,68,2016,3
69,62,59,58,63,69,2016,3
70,62,59,57,64,70,2016,3
70,62,60,58,64,70,2016,3
70,62,60,57,64,70,2016,3
70,62,60,58,64,70,2016,3
